OrderID,CustomerID,OrderDate,Status
298,556,2023-03-14 19:27:16,Returned
299,833,2019-08-05 01:33:32,Pending
300,857,2023-03-11 01:20:52,Pending
301,618,2023-10-24 18:39:18,Returned
302,200,2018-07-21 14:26:50,Pending
303,475,2020-09-03 16:26:15,Returned
304,337,2022-12-20 08:59:55,Returned
305,416,2020-09-30 21:12:34,Pending
306,661,2019-05-30 18:14:53,Completed
307,491,2021-09-22 20:01:19,Returned
308,57,2022-01-06 21:02:44,Returned
309,742,2022-08-11 18:52:15,Completed
310,615,2019-09-27 14:07:58,Completed
311,269,2018-10-24 19:46:05,Returned
312,356,2019-02-03 10:40:36,Returned
313,424,2021-04-09 21:37:59,Pending
314,788,2024-09-19 13:56:18,Cancelled
315,264,2019-07-17 14:12:50,Pending
316,910,2021-07-31 04:22:25,Returned
317,211,2023-09-07 15:10:31,Completed
318,799,2020-03-13 12:50:30,Pending
319,527,2019-11-06 05:46:04,Pending
320,913,2020-07-13 17:22:27,Returned
321,664,2023-08-24 04:06:48,Returned
322,916,2021-10-02 06:44:54,Returned
323,55,2019-02-05 21:41:32,Returned
324,617,2024-11-07 19:24:08,Pending
325,321,2022-03-13 22:47:40,Pending
326,808,2021-09-24 07:58:08,Pending
327,862,2024-06-11 07:31:31,Pending
328,108,2023-03-02 12:05:54,Pending
329,28,2018-08-21 23:16:10,Completed
330,534,2024-10-14 21:53:51,Pending
331,488,2023-09-08 20:49:10,Returned
332,183,2022-09-23 03:26:56,Completed
333,4,2020-06-24 06:51:38,Returned
334,358,2021-05-21 08:34:07,Pending
335,599,2018-08-09 11:30:54,Completed
336,346,2018-03-08 14:20:58,Cancelled
337,359,2019-11-11 12:00:50,Completed
338,306,2021-12-07 01:51:26,Pending
339,849,2019-11-12 18:16:01,Pending
340,293,2020-08-16 13:54:14,Returned
341,960,2018-01-17 07:57:03,Cancelled
342,819,2020-09-02 06:17:02,Pending
343,459,2024-08-15 14:18:35,Completed
344,530,2019-03-31 07:47:31,Completed
345,22,2020-04-16 14:34:10,Cancelled
346,518,2023-02-27 10:00:49,Completed
347,237,2019-02-09 14:03:52,Pending
348,903,2023-03-05 11:03:10,Pending
349,675,2022-09-03 07:43:01,Cancelled
350,606,2021-12-01 10:58:53,Pending
351,72,2021-06-01 10:58:58,Pending
352,862,2023-11-15 20:42:22,Pending
353,257,2018-02-11 07:59:29,Pending
354,405,2018-03-25 05:37:48,Cancelled
355,621,2023-08-26 05:23:28,Pending
356,324,2018-01-16 23:26:52,Pending
357,217,2024-09-22 04:21:45,Cancelled
358,183,2020-05-21 09:03:37,Completed
359,844,2024-03-04 03:40:16,Cancelled
360,290,2019-02-09 22:12:38,Cancelled
361,454,2020-12-12 00:08:15,Cancelled
362,57,2022-09-12 12:13:16,Cancelled
363,457,2019-08-21 20:22:31,Pending
364,806,2020-04-07 11:00:12,Cancelled
365,837,2024-06-22 21:59:41,Returned
366,709,2019-01-09 15:52:21,Completed
367,75,2023-10-16 06:14:55,Completed
368,114,2020-06-19 09:23:22,Pending
369,495,2023-09-29 02:33:19,Completed
370,496,2023-12-26 01:12:05,Returned
371,176,2022-07-29 07:06:52,Pending
372,707,2024-04-24 08:14:08,Returned
373,92,2023-05-14 11:06:22,Pending
374,76,2018-10-07 03:38:37,Completed
375,981,2018-07-06 21:23:54,Completed
376,835,2018-04-29 17:10:30,Returned
377,488,2021-09-01 01:48:33,Completed
378,345,2024-01-06 09:02:37,Returned
379,997,2022-04-29 22:58:01,Completed
380,347,2024-12-27 04:31:07,Returned
381,275,2018-12-13 06:44:16,Pending
382,556,2021-07-28 03:13:54,Pending
383,695,2021-09-25 06:09:29,Cancelled
384,112,2024-09-06 20:50:52,Cancelled
385,742,2019-10-17 17:15:06,Completed
386,151,2021-02-04 16:20:37,Returned
387,89,2021-05-23 01:49:14,Cancelled
388,19,2022-02-08 21:41:23,Cancelled
389,690,2021-03-13 07:25:53,Returned
390,86,2023-05-28 17:57:42,Completed
391,14,2018-02-09 17:51:56,Cancelled
392,449,2022-03-17 17:54:22,Completed
393,359,2019-03-20 23:26:32,Pending
394,891,2021-12-13 00:08:49,Returned
395,692,2021-03-11 05:41:32,Pending
396,409,2018-11-07 11:24:09,Completed
397,540,2020-11-16 06:09:57,Cancelled
398,786,2020-09-04 03:59:02,Completed
399,776,2018-07-23 20:08:46,Returned
400,712,2023-09-25 19:14:47,Completed
401,733,2024-09-24 17:12:46,Pending
402,96,2021-08-04 01:01:34,Pending
403,343,2024-05-16 10:09:43,Completed
404,870,2024-08-23 17:17:23,Pending
405,28,2022-08-05 02:39:58,Cancelled
406,996,2022-09-24 05:21:24,Completed
407,419,2024-01-06 12:09:34,Completed
408,238,2019-05-05 00:46:35,Cancelled
409,555,2022-11-28 07:14:29,Pending
410,744,2019-09-24 13:13:53,Returned
411,698,2018-11-26 00:20:31,Returned
412,612,2021-07-13 19:36:08,Pending
413,857,2020-03-11 20:44:31,Completed
414,404,2024-09-10 13:35:56,Cancelled
415,381,2024-09-17 03:02:15,Completed
416,589,2023-10-11 19:01:23,Pending
417,379,2021-07-10 13:32:02,Completed
418,123,2023-10-17 14:28:42,Pending
419,124,2023-09-23 19:49:37,Pending
420,332,2024-07-29 08:08:26,Returned
421,441,2023-09-17 00:18:05,Pending
422,901,2022-08-03 03:36:35,Completed
423,715,2018-03-29 15:19:23,Cancelled
424,72,2022-07-20 18:27:29,Cancelled
425,979,2021-05-01 08:46:20,Pending
426,23,2020-02-23 00:18:54,Completed
427,917,2023-10-07 04:22:28,Cancelled
428,451,2018-07-18 19:22:53,Returned
429,523,2018-07-24 02:04:17,Returned
430,907,2021-02-07 22:54:30,Pending
431,67,2022-06-16 21:32:07,Completed
432,590,2023-03-13 02:39:29,Completed
433,588,2018-11-28 11:35:12,Cancelled
434,971,2019-01-27 21:40:29,Cancelled
435,221,2018-10-14 18:23:43,Completed
436,503,2019-03-08 08:48:30,Pending
437,417,2024-01-07 12:22:36,Cancelled
438,20,2022-02-08 23:44:10,Pending
439,469,2021-06-04 22:23:46,Cancelled
440,619,2024-10-28 21:27:34,Returned
441,90,2024-05-03 20:59:45,Cancelled
442,253,2020-08-23 09:17:11,Cancelled
443,592,2023-01-26 06:37:29,Cancelled
444,87,2022-01-11 02:21:28,Completed
445,733,2020-06-01 06:39:55,Cancelled
446,846,2019-01-07 19:49:42,Returned
447,813,2019-07-13 15:47:24,Cancelled
448,343,2021-08-01 13:12:35,Returned
449,4,2022-01-04 09:19:04,Returned
450,300,2021-04-22 19:47:04,Completed
451,50,2019-08-17 20:40:40,Cancelled
452,222,2018-03-22 17:50:13,Returned
453,728,2023-01-20 19:48:03,Pending
454,876,2023-05-26 00:36:04,Pending
455,565,2022-02-07 07:29:20,Completed
456,241,2023-01-03 01:03:33,Completed
457,544,2023-10-08 22:45:32,Pending
458,30,2021-04-18 15:37:28,Returned
459,435,2022-07-24 15:19:50,Completed
460,170,2023-01-09 20:52:00,Pending
461,999,2019-01-12 21:57:39,Pending
462,452,2021-11-02 17:18:00,Returned
463,343,2023-07-30 01:10:30,Returned
464,232,2018-05-12 22:57:47,Cancelled
465,39,2023-01-06 05:35:32,Cancelled
466,946,2021-07-27 16:39:15,Pending
467,863,2023-11-02 16:50:08,Returned
468,630,2018-08-28 23:05:29,Pending
469,977,2019-09-29 02:07:36,Pending
470,41,2022-01-13 05:03:51,Pending
471,795,2023-06-05 02:46:13,Cancelled
472,905,2024-11-03 16:33:29,Completed
473,672,2019-03-07 19:34:04,Cancelled
474,805,2022-01-06 20:23:38,Completed
475,180,2024-02-25 10:51:50,Returned
476,599,2023-01-12 04:03:42,Completed
477,207,2022-05-06 07:14:41,Returned
478,922,2020-05-27 08:24:43,Completed
479,536,2019-09-26 10:35:29,Completed
480,423,2018-10-21 13:42:23,Completed
481,429,2018-03-21 20:14:28,Pending
482,324,2024-05-18 09:18:34,Cancelled
483,619,2019-08-23 18:05:38,Returned
484,845,2024-09-13 17:55:58,Pending
485,247,2020-11-07 17:07:43,Pending
486,562,2019-07-20 23:54:06,Pending
487,147,2022-09-04 07:49:18,Returned
488,470,2020-04-06 09:48:12,Pending
489,264,2024-09-28 09:29:44,Cancelled
490,470,2019-11-28 03:24:28,Cancelled
491,375,2021-08-02 20:50:16,Returned
492,904,2022-03-08 22:34:50,Cancelled
493,101,2023-10-18 11:30:41,Completed
494,75,2020-03-08 20:27:01,Cancelled
495,835,2023-05-03 09:27:25,Returned
496,998,2024-09-13 00:35:03,Returned
497,63,2018-01-05 08:31:51,Cancelled
498,693,2021-07-09 06:54:25,Cancelled
499,848,2023-03-24 23:18:58,Pending
500,737,2021-07-29 16:09:52,Pending
501,48,2021-01-29 08:17:39,Pending
502,654,2024-01-03 19:16:09,Completed
503,666,2018-02-22 16:03:36,Pending
504,809,2018-10-06 16:13:23,Returned
505,802,2023-04-08 06:59:39,Cancelled
506,101,2022-12-08 06:36:39,Pending
507,406,2020-12-19 07:57:30,Completed
508,973,2022-10-19 13:32:38,Returned
509,439,2018-07-15 10:37:00,Completed
510,50,2019-06-13 14:56:28,Cancelled
511,640,2019-07-24 07:51:31,Completed
512,687,2023-03-07 07:19:19,Returned
513,706,2024-10-09 23:38:56,Pending
514,817,2021-02-15 23:09:38,Returned
515,835,2020-02-21 06:32:06,Cancelled
516,180,2019-10-31 13:40:39,Cancelled
517,608,2024-03-10 10:13:08,Cancelled
518,736,2020-01-26 02:38:51,Cancelled
519,354,2024-07-26 15:07:50,Pending
520,64,2021-07-29 23:52:02,Completed
521,399,2022-10-29 05:46:11,Pending
522,783,2023-08-23 08:03:42,Pending
523,569,2018-11-05 15:20:51,Cancelled
524,292,2019-09-24 07:02:10,Completed
525,210,2019-03-22 00:11:16,Returned
526,103,2018-12-26 01:32:13,Pending
527,515,2023-12-06 00:20:28,Completed
528,624,2018-05-22 21:06:29,Returned
529,661,2020-06-19 03:43:41,Cancelled
530,558,2021-04-19 18:39:52,Cancelled
531,247,2022-12-06 13:07:22,Cancelled
532,366,2021-01-08 22:47:00,Completed
533,948,2020-12-31 23:37:52,Pending
534,868,2020-12-11 22:32:54,Pending
535,649,2023-02-22 20:47:09,Pending
536,412,2018-09-24 08:05:03,Completed
537,436,2021-07-14 05:13:20,Returned
538,26,2022-05-30 18:01:57,Completed
539,848,2023-12-03 11:57:35,Pending
540,64,2024-04-19 03:05:42,Cancelled
541,746,2018-09-28 14:33:54,Returned
542,454,2020-12-09 16:40:06,Completed
543,229,2020-03-10 21:17:19,Completed
544,300,2019-04-04 15:24:56,Completed
545,504,2019-12-25 12:53:07,Returned
546,283,2021-07-09 21:52:00,Pending
547,949,2019-04-11 19:03:40,Returned
548,63,2024-11-11 04:15:25,Pending
549,97,2020-10-01 19:04:16,Cancelled
550,158,2019-05-18 04:58:47,Returned
551,819,2018-06-05 21:14:01,Completed
552,774,2024-04-17 22:46:12,Pending
553,759,2021-05-27 14:54:13,Completed
554,450,2021-10-29 16:27:15,Completed
555,383,2021-01-24 16:35:04,Pending
556,804,2019-10-13 14:56:25,Cancelled
557,466,2021-08-19 08:03:32,Returned
558,862,2021-01-06 08:08:50,Pending
559,125,2019-04-14 18:25:44,Cancelled
560,61,2020-07-17 07:41:39,Pending
561,704,2020-02-06 01:04:23,Completed
562,622,2021-10-27 08:29:11,Cancelled
563,937,2018-02-03 05:51:26,Completed
564,277,2018-07-27 03:46:00,Cancelled
565,166,2023-12-28 14:27:04,Completed
566,809,2018-11-18 03:31:29,Cancelled
567,72,2020-06-13 22:21:03,Cancelled
568,404,2023-11-23 15:37:27,Pending
569,334,2023-04-21 02:02:08,Cancelled
570,733,2019-10-17 14:02:41,Completed
571,819,2022-12-15 09:03:57,Returned
572,484,2020-09-26 09:41:13,Returned
573,155,2024-02-02 20:54:11,Returned
574,382,2023-09-30 00:19:10,Returned
575,558,2024-06-15 13:00:13,Pending
576,717,2021-02-22 07:11:05,Returned
577,985,2019-02-15 16:00:32,Completed
578,326,2018-11-21 11:28:19,Cancelled
579,558,2020-11-10 16:32:10,Completed
580,623,2024-01-07 09:04:47,Cancelled
581,361,2023-05-10 16:48:08,Cancelled
582,490,2023-07-18 02:22:06,Cancelled
583,767,2021-12-27 09:22:44,Pending
584,857,2024-05-28 05:31:29,Pending
585,879,2019-05-18 05:46:35,Returned
586,358,2019-11-26 08:13:04,Cancelled
587,109,2024-03-27 05:48:45,Pending
588,618,2020-04-14 17:31:27,Completed
589,625,2020-04-25 15:03:22,Cancelled
590,421,2023-07-13 02:38:36,Completed
591,352,2021-01-20 12:04:08,Pending
592,774,2019-10-13 13:19:41,Completed
593,662,2019-03-05 20:53:58,Cancelled
594,883,2023-10-31 09:57:52,Returned
595,409,2023-02-28 08:42:59,Returned
596,402,2022-07-12 09:39:39,Cancelled
597,757,2020-07-15 23:39:50,Pending
598,211,2020-12-02 00:27:31,Completed
599,213,2018-12-23 00:25:47,Cancelled
600,620,2022-09-03 17:19:25,Cancelled
601,718,2021-05-05 11:02:10,Completed
602,171,2021-12-02 08:19:26,Pending
603,570,2020-05-30 20:36:31,Completed
604,396,2024-08-05 06:59:46,Returned
605,38,2020-04-12 06:32:07,Cancelled
606,333,2022-09-25 09:02:42,Returned
607,916,2023-07-12 00:43:12,Completed
608,694,2022-11-20 01:38:07,Pending
609,457,2021-06-01 01:32:40,Completed
610,382,2019-05-16 11:09:03,Completed
611,194,2023-03-01 09:52:31,Completed
612,656,2020-03-29 17:24:37,Cancelled
613,830,2019-03-08 21:00:45,Pending
614,386,2023-10-10 07:40:04,Pending
615,877,2022-06-03 14:08:41,Pending
616,438,2018-10-16 09:48:01,Returned
617,330,2020-02-04 06:40:40,Pending
618,870,2020-06-04 00:29:19,Returned
619,959,2024-07-26 00:40:14,Pending
620,573,2022-12-08 11:24:28,Returned
621,532,2018-09-10 13:21:43,Returned
622,453,2020-12-15 21:30:15,Pending
623,310,2021-09-05 22:12:31,Pending
624,463,2023-06-18 17:37:25,Completed
625,942,2023-05-06 22:45:03,Completed
626,429,2024-09-05 09:11:41,Completed
627,327,2021-01-12 22:36:24,Pending
628,17,2022-10-31 23:54:44,Completed
629,306,2020-01-31 07:54:58,Completed
630,393,2020-03-12 16:27:38,Returned
631,465,2024-04-17 06:01:31,Returned
632,786,2020-10-04 15:42:28,Pending
633,299,2019-12-12 09:27:28,Pending
634,277,2022-11-24 17:49:49,Completed
635,710,2021-04-15 17:24:18,Pending
636,284,2019-03-31 03:09:53,Returned
637,319,2018-07-03 14:11:47,Cancelled
638,21,2023-07-06 16:04:40,Cancelled
639,327,2021-07-05 10:37:57,Cancelled
640,505,2018-12-28 07:02:41,Returned
641,812,2018-08-09 17:20:26,Cancelled
642,496,2024-12-19 08:27:22,Cancelled
643,883,2021-04-05 08:00:56,Pending
644,751,2021-03-06 06:00:45,Pending
645,367,2020-02-21 01:03:40,Returned
646,332,2020-12-04 00:37:29,Cancelled
647,551,2021-04-28 04:13:56,Completed
648,539,2019-03-28 23:40:55,Completed
649,121,2018-10-11 22:12:33,Completed
650,249,2024-10-09 10:17:25,Completed
651,403,2024-02-06 00:46:20,Returned
